Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*8*1*3;AVENUE DE FLANDRE;T2;Disponible;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;T3;Occupé;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*27*1*3;RUE DE L'AMIRAL DE COLIGNY;CHAdeMO;Disponible;Oui;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*96*1*1;Berbier du Mets;CHAdeMO;Disponible;Oui;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*96*1*1;Berbier du Mets;T2;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*27*1*3;RUE DE L'AMIRAL DE COLIGNY;E/F;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*96*1*2;Berbier du Mets;E/F;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;Combo;Disponible;Oui;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*96*1*3;Berbier du Mets;Combo;Disponible;Oui;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;T3;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*96*1*3;Berbier du Mets;T2;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*12*1*3;AVENUE REILLE;CHAdeMO;Disponible;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*12*1*3;AVENUE REILLE;T3;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*96*1*3;Berbier du Mets;E/F;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*12*1*1;AVENUE REILLE;Combo;Disponible;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;T2;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*12*1*1;AVENUE REILLE;T2;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;Combo;Disponible;Oui;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*12*1*1;AVENUE REILLE;CHAdeMO;Disponible;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;T2;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*12*1*1;AVENUE REILLE;T3;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;Combo;Disponible;Oui;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*12*1*1;AVENUE REILLE;E/F;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;E/F;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*12*1*2;AVENUE REILLE;E/F;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;T3;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*69*1*1;BOULEVARD DIDEROT;T2;Disponible;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;Combo;Disponible;Oui;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;CHAdeMO;Disponible;Oui;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*69*1*1;BOULEVARD DIDEROT;E/F;Disponible;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*69*1*2;BOULEVARD DIDEROT;E/F;Disponible;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;E/F;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;Combo;Occupé;Oui;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*93*1*2;Boulevard Emile Augier;E/F;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;T2;Occupé;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;CHAdeMO;Occupé;Oui;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;T3;Occupé;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;E/F;Occupé;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*96*1*1;Berbier du Mets;Combo;Disponible;Oui;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;E/F;Occupé;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*96*1*1;Berbier du Mets;T3;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;T2;Occupé;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;T3;Occupé;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*96*1*1;Berbier du Mets;E/F;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;CHAdeMO;Occupé;Oui;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*96*1*3;Berbier du Mets;CHAdeMO;Disponible;Oui;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*11*1*1;AVENUE PAUL DOUMER;T2;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*96*1*3;Berbier du Mets;T3;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*11*1*1;AVENUE PAUL DOUMER;CHAdeMO;Disponible;Oui;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*99*1*1;Rue de Crimée;CHAdeMO;Disponible;Oui;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*99*1*1;Rue de Crimée;T3;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;E/F;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;T3;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*99*1*1;Rue de Crimée;E/F;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*99*1*2;Rue de Crimée;E/F;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*45*1*2;AVENUE PARMENTIER;E/F;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*99*1*3;Rue de Crimée;CHAdeMO;Disponible;Oui;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;T2;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*99*1*3;Rue de Crimée;T2;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;T3;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;Combo;Occupé;Oui;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*99*1*3;Rue de Crimée;E/F;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;T2;Occupé;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*94*1*1;Rue Baron Leroy;CHAdeMO;Disponible;Oui;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*11*1*2;AVENUE PAUL DOUMER;E/F;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*94*1*1;Rue Baron Leroy;T3;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*94*1*3;Rue Baron Leroy;Combo;Neutralisé;Oui;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;E/F;Occupé;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*94*1*3;Rue Baron Leroy;CHAdeMO;Neutralisé;Oui;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;Combo;Occupé;Oui;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;Combo;Disponible;Oui;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*11*1*1;AVENUE PAUL DOUMER;T3;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;T2;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;T3;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*11*1*1;AVENUE PAUL DOUMER;E/F;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*11*1*1;AVENUE PAUL DOUMER;Combo;Disponible;Oui;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;E/F;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*99*1*1;Rue de Crimée;Combo;Disponible;Oui;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*74*1*2;RUE DE VOUILLE;E/F;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*99*1*1;Rue de Crimée;T2;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*99*1*3;Rue de Crimée;Combo;Disponible;Oui;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;E/F;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*99*1*3;Rue de Crimée;T3;Disponible;Non;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;T2;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*94*1*1;Rue Baron Leroy;Combo;Disponible;Oui;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*24*1*2;RUE VILLIOT;E/F;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*94*1*1;Rue Baron Leroy;T2;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*24*1*3;RUE VILLIOT;CHAdeMO;Disponible;Oui;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*24*1*3;RUE VILLIOT;Combo;Disponible;Oui;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*94*1*1;Rue Baron Leroy;E/F;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*24*1*1;RUE VILLIOT;T2;Neutralisé;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*94*1*2;Rue Baron Leroy;E/F;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*24*1*1;RUE VILLIOT;CHAdeMO;Neutralisé;Oui;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*94*1*3;Rue Baron Leroy;T2;Neutralisé;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*24*1*1;RUE VILLIOT;T3;Neutralisé;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*94*1*3;Rue Baron Leroy;T3;Neutralisé;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*88*1*1;RUE REGNAULT;Combo;Disponible;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*88*1*1;RUE REGNAULT;CHAdeMO;Disponible;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*94*1*3;Rue Baron Leroy;E/F;Neutralisé;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*88*1*1;RUE REGNAULT;T2;Disponible;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;CHAdeMO;Disponible;Oui;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*88*1*1;RUE REGNAULT;T3;Disponible;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;Combo;Disponible;Oui;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;CHAdeMO;Disponible;Oui;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*88*1*3;RUE REGNAULT;E/F;Neutralisé;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;T3;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*88*1*3;RUE REGNAULT;Combo;Neutralisé;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*24*1*3;RUE VILLIOT;T2;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*88*1*3;RUE REGNAULT;CHAdeMO;Neutralisé;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*24*1*3;RUE VILLIOT;T3;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*63*1*1;BOULEVARD DES CAPUCINES;CHAdeMO;Disponible;Oui;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
FR*V75*EBELI*24*1*3;RUE VILLIOT;E/F;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*63*1*1;BOULEVARD DES CAPUCINES;E/F;Disponible;Non;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
FR*V75*EBELI*24*1*1;RUE VILLIOT;E/F;Neutralisé;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*63*1*3;BOULEVARD DES CAPUCINES;E/F;Disponible;Non;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
FR*V75*EBELI*24*1*1;RUE VILLIOT;Combo;Neutralisé;Oui;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*63*1*3;BOULEVARD DES CAPUCINES;Combo;Disponible;Oui;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
